uid,summary
id_2054-AGENDA_2, 제 2 차 정례회의시 의결한 바 있는 의사일정 중 완주군 완주군 지방 공무원 정원 조례 중 개정 조례 안이 회기 중에 제출되어 금일 제 2 차 본회의에서 처리하기 위하여 의사일정 변경 건이 변경됨.
id_2054-AGENDA_3, 제 8 대 완주군 의회 전반기 의회 운영 위원회 위원장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 11 표 중에서 이인숙 의원 6 표로 최찬영 의원 당선 . 산업 건설 위원회 위원장 선거는 총 6 표로 임 귀현 의원 당선.
id_2054-AGENDA_4," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원장 선거를 진행함. 특별 위원회 위원장 선거는 총 11 표 , 이인숙 의원 9 표 중에서 이인숙 의원 9 표 , 이인숙 의원 6 표 , 이인숙 의원 6 표 , 임 귀현 의원 1 표 , 임 귀현 의원 1 표로 윤 수봉 의원 당선."
id_2054-AGENDA_5," 제 2 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 홍의환 의원이 10 표 , 안흥순 의원 1 표로 홍의환 의원이 당선 . 제 2 차 투표에서 최 등원 의원이 당선 . 부의장 선거는 총 10 표 중에서 서제일 의원 5 표 , 무효 4 표로 송지용 의원 당선."
id_2054-AGENDA_6, 제 107 회 음성군 의회 임시회 제 1 차 본회의개의선포.
id_2054-AGENDA_7, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 당선.
id_2055-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2055-AGENDA_2, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 투표수 39 표 중에서 이인숙 의원 6 표로 최찬영 의원 당선 . 자치행정 위원장 선거는 총 39 표 중에서 임 귀현 의원 2 표로 임 귀현 의원 당선.
id_2055-AGENDA_3, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2055-AGENDA_4, 제 164 회 완주군 의회 임시회 회기는 10 월 26 일부터 11 월 27 일까지 7 일 간으로 가결됨.
id_2055-AGENDA_5, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2055-AGENDA_6, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2055-AGENDA_7, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2055-AGENDA_8," 제 8 대 청주시 의회 전반기 의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원이 선임됨."
id_2058-AGENDA_1, 제 164 회 완주군 의회 임시회 회기는 9 월 9 일 1 일 간으로 가결됨.
id_2058-AGENDA_2," 제 2 차 정례회 회의록 서명 의원으로 이한철 의원 , 정태완 의원 , 조천희 의원이 선출됨."
id_2058-AGENDA_3," 제 8 대 청주시 의회 전반기 의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원이 선임됨. 자치행정 위원회 위원으로 서남용 의원 , 서남용 의원 , 이인숙 의원 , 이인숙 의원이 선임됨."
id_2058-AGENDA_4," 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 정성모 의원 5 표 , 정성모 의원 1 표로 정성모 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 박웅배 의원 당선 . 산업 건설 위원장 선거는 총 10 표 중에서 김용찬 의원 5 표로 송지용 의원 당선."
id_2058-AGENDA_5," 제 8 대 완주군 의회 전반기 상임 위원회 위원장 선거는 총 10 표 중에서 윤 수봉 의원 6 표로 이인숙 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 최 등원 의원 6 표로 유 의식 의원 , 정종윤 의원 당선 . 산업 건설 위원장 선거는 총 10 표 중에서 임 귀현 의원 1 표 , 무효 1 표"
id_2059-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의휴회가 의사일정으로 갈음함.
id_2059-AGENDA_2, 제 99 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2059-AGENDA_3," 제 2 차 정례회 기간 중 9 일 간 행정 사무 감사를 실시하고 행정 사무 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 특별 위원회 운영 기간은 11 월 29 일부터 12 월 28 일까지 2 일 간 이며 예산 결산 특별 위원회 위원은 이한철 의원 , 이한철 의원 , 정태완 의원 "
id_2059-AGENDA_4, 제 164 회 완주군 의회 임시회 회기는 10 월 25 일부터 10 월 28 일까지 9 일 간으로 가결됨.
id_2059-AGENDA_5, 제 8 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 김현기 의원 9 표로 김현기 의원 부의장 선거는 총 총 39 표로 김현기 의원 당선 . 부의장 선거는 총 10 표 중에서 임 귀현 의원 6 표로 윤 수봉 의원 당선.
id_2059-AGENDA_6," 제 8 회 청주시 의회 전반기 상임 위원회 위원장 선거를 진행함. 의회 운영 위원장 선거는 총 8 표 중에서 이인숙 의원 8 표 , 무효 1 표로 이인숙 의원 당선 . 자치행정 위원장 선거는 총 11 표 중에서 유 의식 의원 9 표 , 임 귀현 의원 1 표로 윤 수봉 의원 당선."
id_2060-AGENDA_1, 제 8 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 당선 . 부의장 선거는 총 39 표 중에서 임 옥순 의원 6 표로 조천희 의원 당선 . 부의장 선거는 총 8 표 중에서 임 옥순 의원 4 표로 김영섭 의원 당선.
id_2060-AGENDA_2," 제 2 차 정례회 휴회의건은 의사일정으로 이한철 의원 , 이한철 의원 , 정태완 의원이 선출됨."
id_2060-AGENDA_3, 제 2 대 완주군 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 당선.
id_2060-AGENDA_4," 제 2 대 청주시 의회 전반기 부의장 선거는 총 8 표 중에서 윤병승 의원 1 표로 남궁유 의원 당선 . 제 2 차 투표는 총 8 표 중에서 정태완 의원 1 표 , 정지태 의원 1 차 투표에서 정태완 의원 1 표 , 손 달 섭 의원 1 표 , 이대웅 의원 1 표로 윤창규 의원 당선."
id_2060-AGENDA_5, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2060-AGENDA_6, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2060-AGENDA_7, 제 196 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2060-AGENDA_8, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2061-AGENDA_1," 제 8 대 완주군 의회 전반기 상임 위원장 선거를 진행함. 의장 선거는 총 11 표 중에서 이인숙 의원 9 표로 이인숙 의원 2 표 , 이인숙 의원 2 표 , 이인숙 의원 9 표로 최찬영 의원 1 표로 최찬영 의원 당선 . 자치행정 위원장 선거는 총 8 표 중에서 임 귀현 의원 1 표로 임 귀현 의"
id_2061-AGENDA_2, 제 39 회 청주시 의회 ( 2018 년 도제 2 차 정례회 ) 회기는 9 월 18 일부터 24 일까지 15 일 간으로 가결됨.
id_2061-AGENDA_3," 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 정성모 의원 5 표 , 정성모 의원 당선 . 전반기 부의장 선거는 총 10 표 중에서 김용찬 의원 1 표로 이인숙 의원 당선."
id_2061-AGENDA_4, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2061-AGENDA_5, 제 2 대 청주시 의회 전반기 부의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 당선.
id_2062-AGENDA_1, 제 164 회 완주군 의회 임시회 회기는 11 월 26 일부터 11 월 1 일까지 8 일 간으로 가결됨.
id_2062-AGENDA_2, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 부의장 부의장 부의장 당선.
id_2062-AGENDA_3, 제 176 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2062-AGENDA_4, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2062-AGENDA_5, 제 8 대 청주시 의회 ( 임시회 ) 제 1 차 본회의개의선포.
id_2066-AGENDA_1, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2066-AGENDA_2, 제 8 대 완주군 의회 전반기 상임 위원회 간사로 최찬영 위원이 선임됨.
id_2066-AGENDA_3, 제 96 회 완주군 의회 임시회 회기는 7 월 4 일부터 4 월 11 일까지 10 일 간으로 가결됨.
id_2066-AGENDA_4," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원 , 이인숙 의원 , 임 귀현 의원 , 서남용 의원 , 소완 섭 의원 , 이인숙 의원 , 정종윤 의원이 선임됨."
id_2066-AGENDA_5, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2066-AGENDA_6, 제 154 회 완주군 의회 임시회 회기는 10 월 29 일부터 10 월 18 일까지 9 일 간으로 가결됨.
id_2066-AGENDA_7, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2068-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2068-AGENDA_2, 제 2 차 정례회 기간 중 9 일 간 행정 사무 감사를 실시하는 의사일정으로 가결됨.
id_2068-AGENDA_3, 제 8 대 청주시 의회 전반기 상임 위원장 선거는 총 6 표 중에서 윤 수봉 의원 9 표로 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 8 표 중에서 이인숙 의원 6 표로 임 귀현 의원 당선 . 산업 건설 위원장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 임 귀현 의원 당선.
id_2068-AGENDA_4, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2068-AGENDA_5," 제 8 대 완주군 의회 전반기 의회 운영 위원회 위원장 선거는 총 6 표 중에서 이인숙 의원 6 표 , 임 귀현 의원 1 표로 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 최 등원 의원 6 표로 이인숙 의원 당선 . 산업 건설 위원회 위원장 선거는 총 6 표 중에서 임 귀현 의원이 1 "
id_2068-AGENDA_6, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2069-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2069-AGENDA_2, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동 의사일정으로 갈음함.
id_2069-AGENDA_3, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2069-AGENDA_4," 제 8 대 청주시 의회 전반기 의장 선거는 총 10 표 중에서 윤병승 의원 8 표 , 박희남 의원 1 차 투표에서 정태완 의원 4 표로 , 2 표 , 정지태 의원 당선 . 2 차 투표는 총 10 표 중에서 박종관 의원 5 표 , 무효 1 표로 이한철 의원 당선."
id_2069-AGENDA_5," 제 8 대 완주군 의회 전반기 부의장 선거는 총 10 표 중에서 정성모 의원 6 표 , 정성모 의원 당선 . 전반기 의장 선거는 총 10 표 중에서 김용찬 의원 6 표로 김용찬 의원 당선."
id_2069-AGENDA_6, 제 154 회 완주군 의회 임시회 회기는 4 월 6 일부터 5 월 4 일까지 9 일 간으로 가결됨.
id_2069-AGENDA_7, 제 78 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 박웅배 의원과 조정석 의원이 선임됨.
id_2069-AGENDA_8, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2071-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2071-AGENDA_2, 제 8 대 완주군 의회 전반기 상임 위원회 위원장 선거를 진행하기 위하여 의사일정 변경 건은 2020 년도 행정 사무 감사 특별 위원회 활동의활동을 하는 의사일정으로 갈음함.
id_2071-AGENDA_3, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2071-AGENDA_4, 제 59 회 완주군 의회 임시회 회의록 서명 의원으로 박웅배 의원과 김순길 의원이 선임됨.
id_2071-AGENDA_5, 제 155 회 임시회 휴회는 예산 결산 특별 위원회 의사일정으로 갈음함.
id_2071-AGENDA_6, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 남궁유 의원과 이한철 의원이 선출됨.
id_2071-AGENDA_7, 제 154 회 완주군 의회 임시회 회기는 2 월 18 일부터 2 월 28 일까지 9 일 간으로 가결됨.
id_2071-AGENDA_8, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2071-AGENDA_9," 제 8 대 완주군 의회 후반기 상임 위원회 위원장 선거를 진행함. 의장 선거는 총 8 표 중에서 이인숙 의원 9 표 , 기권 1 표로 이인숙 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 유 의식 의원 9 표 , 윤 수봉 의원 1 표 , 기권 1 표로 유 의식 의원 당선 . 복지 위원장 선"
id_2071-AGENDA_10, 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원장 선거는 총 투표수 39 표 중에서 윤 수봉 의원 39 표로 유 의식 의원 당선 . 자치행정 위원장 선거는 총 투표수 39 표 중에서 최찬영 의원 당선 . 자치행정 위원장 선거는 총 8 표 중에서 윤 수봉 의원 9 표로 윤 수봉 의원 당선.
id_2071-AGENDA_11, 제 176 회 완주군 의회 임시회 회기는 10 월 16 일부터 11 월 28 일까지 8 일 간으로 가결됨.
id_2071-AGENDA_12, 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 윤 수봉 의원 9 표로 임 귀현 의원 당선.
id_2071-AGENDA_13, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2073-AGENDA_1, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2073-AGENDA_2," 제 8 대 청주시 의회 전반기 부의장 선거는 총 8 표 중에서 윤병승 의원 6 표로 이한철 의원 당선 . 부의장 선거는 2 차 투표에서 정태완 의원 1 차 투표에서 정태완 의원 , 정지태 의원 4 표 , 정지태 의원 4 표 , 정지태 의원 1 표로 윤창규 의원 당선."
id_2073-AGENDA_3, 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원장으로 의회 운영 위원장 선거를 선임함.
id_2073-AGENDA_4, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동 의사일정으로 갈음함.
id_2073-AGENDA_5, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2074-AGENDA_1, 제 39 회 청주시 의회 ( 2018 년 도제 2 차 정례회 ) 제 1 차 본회의개의선포.
id_2074-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2074-AGENDA_3," 제 8 대 완주군 의회 전반기 상임 위원회 전반기 의장 선거를 진행함. 의장 선거는 총 8 표 중에서 이인숙 의원 9 표 , 임 옥순 의원 1 표로 이인숙 의원 당선 . 자치행정 위원장 선거는 총 8 표 중에서 임 귀현 의원 6 표 , 기권 1 표 , 기권 1 표로 유 의식 의원 당선 . 산업 건"
id_2074-AGENDA_4, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회의건은 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2075-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2075-AGENDA_2, 제 8 대 완주군 의회 전반기 의회 운영 위원장 선거는 총 10 표 중에서 최상철 의원 6 표로 이인숙 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 이인숙 의원 6 표로 윤 수봉 의원 6 표로 윤 수봉 의원 당선 . 산업 건설 위원회 위원장 선거는 총 10 표 중에서 임 귀현 의원 6 표로 윤 수
id_2075-AGENDA_3, 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 홍의환 의원이 10 표로 정성모 의원 당선 . 전반기 부의장 선거는 총 10 표 중에서 김용찬 의원 6 표로 김용찬 의원 당선.
id_2075-AGENDA_4, 제 78 회 완주군 의회 제 1 차 정례회 회기는 7 월 10 일부터 7 월 21 일까지 15 일 간으로 가결됨.
id_2075-AGENDA_5," 제 8 대 완주군 의회 전반기 의장 , 부의장 선거는 총 6 표 중에서 이인숙 의원 6 표로 임 옥순 의원 당선."
id_2076-AGENDA_1," 제 2 차 정례회 기간 중 9 일 간의일정은 행정 사무 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 특별 위원회 운영 기간은 9 월 28 일부터 9 월 28 일까지 2 일 간 운영하고자함. 예산 결산 특별 위원회 위원은 이한철 의원 , 윤병승 의원 , 김우식 의원 "
id_2076-AGENDA_2, 제 96 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2076-AGENDA_3," 제 8 대 완주군 의회 전반기 의장 선거는 총 8 표 중에서 임 옥순 의원 8 표로 최용락 의원 당선 . 부의장 선거는 총 8 표 중에서 임 옥순 의원 1 표 , 손 달 섭 의원 1 표 , 무효 1 표로 이대웅 의원 당선 . 부의장 선거는 총 8 표 중에서 김영섭 의원 당선."
id_2077-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2077-AGENDA_2, 제 8 대 청주시 의회 전반기 의회 운영 위원회 위원장 선거는 총 10 표 중에서 서남용 의원 8 표로 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 이인숙 의원 6 표로 임 귀현 의원 당선 . 산업 건설 위원장 선거는 총 투표수 39 표 중에서 임 귀현 의원 1 표로 임 귀현 의원 당선 . 산
id_2077-AGENDA_3, 제 164 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2077-AGENDA_4, 제 96 회 완주군 의회 임시회 회기는 7 월 4 일부터 7 월 9 일까지 9 일 간으로 가결됨.
id_2078-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2078-AGENDA_2, 제 164 회 완주군 의회 제 2 차 정례회 회기는 11 월 27 일부터 12 월 21 일까지 21 일 간으로 가결됨.
id_2078-AGENDA_3," 제 2 회 세입 세출 추가 경정 예산안 심의를 위해 예산 결산 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 이희창 의원 , 서제일 의원 , 박웅배 의원 , 김순길 의원 , 박종관 의원 , 홍의환 의원 , 김영석 의원 , 조정석 의원 , 임원규 의원 , 김용찬 의원으로 구성함. 특별 위원회는 9 월 6 "
id_2078-AGENDA_4," 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 홍의환 의원이 10 표로 정성모 의원 당선 . 부의장 선거는 총 10 표 중에서 서제일 의원 6 표 , 무효 1 표로 서제일 의원 당선 . 부의장 선거는 총 10 표 중에서 이재만 의원 4 표로 서제일 의원 당선."
id_2081-AGENDA_1," 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 특별 위원회 위원은 이한철 의원 , 남궁유 의원 , 남궁유 의원 , 조천희 의원 , 조천희 의원 , 조천희 의원 , 손 달 섭 의원 , 이대웅 의원 , 김순옥 의원 , 김순옥 의원으로 구성하고"
id_2081-AGENDA_2, 제 164 회 제 2 차 정례회 휴회의건은 주요 사업 현지 확인 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2081-AGENDA_3," 제 2 회 세입 세출 추가 경정 예산안 심의를 위해 예산 결산 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 손수 종 의원 , 남궁유 의원 , 조천희 의원 , 조천희 의원 , 손 달 섭 의원 , 이대웅 의원 , 이대웅 의원으로 구성함. 특별 위원회는 2012 년도 예산 결산 특별 위원회는 9 "
id_2081-AGENDA_4, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중 39 표로 이재길 의원 당선.
id_2081-AGENDA_5," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원이 선임됨. 자치행정 위원회 위원으로 윤 수봉 의원 , 이인숙 의원 , 이인숙 의원 , 이인숙 의원 , 이인숙 의원 , 이인숙 의원 , 임 귀현 의원 , 윤 수봉 의원 , 윤 수봉 의원 , 최 등원 의원이 선임됨."
id_2081-AGENDA_6, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2082-AGENDA_1, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 정태완 의원과 이한철 의원이 선출됨.
id_2082-AGENDA_2, 제 8 대 완주군 의회 전반기 상임 위원회 간사로 소완 섭 의원이 선임됨.
id_2082-AGENDA_3," 제 8 대 완주군 의회 전반기 상임 위원회 위원장 선거를 사임하여 의회 운영 위원장 선거를 선임함. 의장 선거는 총 8 표 중에서 이인숙 의원 2 표 , 임 귀현 의원 1 표로 최찬영 의원 당선."
id_2083-AGENDA_1, 제 8 대 완주군 의회 전반기 산업 건설 위원회 간사로 서남용 의원이 선출됨.
id_2083-AGENDA_2, 제 164 회 제 2 차 정례회 제 8 차 본회의휴회의건은 의사일정으로 갈음함.
id_2083-AGENDA_3," 제 8 대 완주군 의회 전반기 의장 선거는 총 투표수 39 표로 윤 수봉 의원 당선 . 부의장 선거는 총 8 표 중에서 유 의식 의원 2 표로 윤 수봉 의원 당선 . 부의장 선거는 총 10 표 중에서 최상철 의원 9 표 , 임 귀현 의원 1 표로 윤 수봉 의원 당선 . 산업 건설 위원장 선거는 총 "
id_2083-AGENDA_4, 제 78 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 조정석 의원과 이진철 의원이 선임됨.
id_2083-AGENDA_5," 제 8 회 반기문 전국 마라톤 대회 공익 사항에 관한 감사원 감사 청구는 대행업체 선정하여 집행부의문제점을 파악하고 , 주민 들의문제점 및 관리 방안을 실시하기 위해 감사원에 동의를 상정함."
id_2083-AGENDA_6, 제 2 차 정례회 기간 중 9 일 간 행정 사무 감사를 실시하고 감사를 실시하기 위하여 의사일정 변경 건은 가결됨.
id_2083-AGENDA_7, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2083-AGENDA_8, 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 정성모 의원 5 표로 연장자인 정성모 의원 당선.
id_2083-AGENDA_9, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동 의사일정으로 갈음함.
id_2083-AGENDA_10, 제 2 대 청주시 의회 전반기 의회 운영 위원회 간사로 최찬영 의원 당선 . 자치행정 위원회 위원장 선거는 총 39 표 중에서 윤 수봉 의원 39 표로 서남용 의원 당선 . 자치행정 위원회 위원으로 최상철 의원 당선 . 산업 건설 위원회 위원장 선거는 총 10 표 중에서 임 귀현 의원 당선.
id_2083-AGENDA_11," 제 8 대 완주군 의회 전반기 의회 운영 위원회 위원장 선거는 총 10 표 중에서 정성모 의원 5 표 , 이재만 의원이 당선 . 자치행정 위원장 선거는 총 10 표 중에서 김용찬 의원 6 표로 최상철 의원 당선 . 산업 건설 위원장 선거는 총 10 표 중에서 윤 수봉 의원 6 표로 서남용 의원 당선."
id_2084-AGENDA_1, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2084-AGENDA_2, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2084-AGENDA_3, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2084-AGENDA_4, 제 2 차 정례회 회의록 서명 의원으로 이한철 의원과 윤병승 의원이 선출됨.
id_2084-AGENDA_5, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2084-AGENDA_6, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2084-AGENDA_7, 제 78 회 완주군 의회 제 1 차 정례회 회의록 서명 의원으로 이희창 의원과 서제일 의원이 선출됨.
id_2085-AGENDA_1, 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 특별 위원회는 의장을 제외한한한 9 명으로 구성하여 제 1 차 본회의에 행정 사무 감사를 함. 해당 안건은 가결됨.
id_2085-AGENDA_2, 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 정성모 의원 6 표로 정성모 의원 당선 . 부의장 선거는 총 10 표로 김용찬 의원 당선.
id_2085-AGENDA_3, 제 164 회 제 2 차 정례회 휴회의건은 2005 년도 제 3 회 세입 세출 추가 경정 예산안 심의를 위하여 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2085-AGENDA_4," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원장으로 행정 문화 위원회 이영신 의원 , 양영순 의원 , 경제 환경 위원회 김미자 의원 , 농업 정책 위원회 이재숙 의원 , 복지 교육 위원회 이재숙 의원 , 농업 정책 위원회 임정수 의원 , 전규식 의원 , 도시 건설 위원회 홍성각 의원 , 전규식 의원이 선임됨."
id_2085-AGENDA_5, 제 164 회 제 2 차 정례회 휴회의건은 오늘부터 12 월 9 일까지 3 일 간 주요 사업 현지 확인 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2085-AGENDA_6, 제 164 회 제 2 차 정례회 휴회의건은 주요 사업 현지 확인 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2086-AGENDA_1, 제 2 차 본회의시 의결한 바 있는 의사일정 중 완주군 지방 공무원 복무 조례 중 개정 조례 안은 의사일정 제 2 차 본회의에서 처리하기 위하여 의사일정 변경을 변경하고자 제안됨.
id_2086-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2086-AGENDA_3, 제 2 차 정례회 기간 중 9 일 간의휴회가 군정 질문에 대한 답변을 듣고자 하는 의사일정 중 본회의를 본회의 중 관계 공무원의출석을 요구하여 가결됨.
id_2086-AGENDA_4, 제 39 회 청주시 의회 ( 2018 년 도제 2 차 정례회 ) 회기는 9 월 20 일부터 9 월 21 일까지 15 일 간으로 가결됨.
id_2087-AGENDA_1," 제 8 대 완주군 의회 전반기 상임 위원회의의회 운영 위원회 위원으로 윤 수봉 의원 , 이인숙 의원 , 이인숙 의원 , 임 귀현 의원이 선임됨. 자치행정 위원회 위원으로 서남용 의원 , 이인숙 의원 , 이인숙 의원 , 윤 수봉 의원이 선임됨. 산업 건설 위원회 위원으로 윤 수봉 의원 , 유 의식 의원 , 임 귀현 의"
id_2087-AGENDA_2, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2087-AGENDA_3, 제 164 회 완주군 의회 임시회 회의록 서명 의원으로 서남용 의원과 임 귀현 의원이 선출됨.
id_2088-AGENDA_1, 제 8 회 완주군 의회 전반기 상임 위원회 간사로 최찬영 의원이 선임됨.
id_2088-AGENDA_2, 제 154 회 완주군 의회 임시회 회기는 5 월 17 일부터 5 월 28 일까지 8 일 간으로 가결됨.
id_2088-AGENDA_3, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2088-AGENDA_4, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2088-AGENDA_5, 제 99 회 완주군 의회 제 2 차 정례회 회의록 서명 의원으로 이희창 의원과 서제일 의원이 선임됨.
id_2088-AGENDA_6, 제 2 회 세입 세출 추가 경정 예산안 제안 설명.
id_2088-AGENDA_7, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2088-AGENDA_8, 제 2 차 본회의에서 처리하는 의사일정 변경의건이 가결됨.
id_2088-AGENDA_9, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2089-AGENDA_1, 제 96 회 완주군 의회 임시회 제 1 차 본회의개의선포.
